brand,city,store,address,Latitude,Longitude,telephone,openhour
빽다방,서울특별시,구로디지털역점,"서울시 구로구 디지털로32길 79, 1층",37.4834102,126.8997098,02-861-2929,09:00~22:00 (L.O 21:30)
역전우동0410,서울특별시,구로디지털역점,서울시 구로구 디지털로32길 79 1층,37.4834102,126.8997098,02-861-2929,10:00 ~ 21:30
홍콩반점0410,서울특별시,가산대륭점,서울특별시 금천구 벚꽃로 298 (대륭포스트타워 6차 102호),37.4813244,126.8837789,02-861-0410,11 : 00 ~ 22 : 00 (브레이크타임 15:00 ~ 16:30)
홍콩반점0410,서울특별시,금천시흥사거리점,"서울시 금천구 시흥대로62길 18, 1층",37.4553106,126.9015864,02-808-0410,11:00~22:00 / 주문마감  21:30
홍콩반점0410,서울특별시,구의역점,서울특별시 광진구 아차산로51길 11,37.5375201,127.0851205,02-3436-0410,11:00 ~ 21:00 (브레이크타임 평일 15:30 ~ 16:30)
홍콩반점0410,서울특별시,구로디지털단지역점,서울특별시 구로구 시흥대로 557 (2층),37.4829405,126.901035,02-863-3200,월~금 10:30 ~ 21:00
홍콩반점0410,서울특별시,교대역점,서울특별시 서초구 서초대로54길 32,37.4927691,127.0161311,02-522-9089,11:00 ~ 21:30(마지막 주문 21:00)
홍콩반점0410,서울특별시,관악구청점,"서울시 관악구 관악로 152, 1층",37.4786593,126.9525782,02-886-8965,월~토 11:00 ~ 21:50(주문 마감 21:20)일요일 11:00 ~ 21:30(주문 마감 21:00)※브레이크타임 15:30 ~ 16:40
홍콩반점0410,서울특별시,고대안암점,서울특별시 성북구 인촌로24가길 6 (2층),37.5851374,127.029698,02-6084-8864,11:00 ~ 21:00 (브레이크타임 15:30 ~ 16:30)
홍콩반점0410,서울특별시,경희대점,서울특별시 동대문구 경희대로 12-1,37.5926514,127.0526981,02-964-0410,11:00 ~ 21:00 (마지막 주문 20:30)
홍콩반점0410,서울특별시,건대입구역점,"서울특별시 광진구 아차산로 221 - 건대입구역 1번출구 성수방향으로 15M 직진, 건대역부동산 2층",37.540897,127.068177,02-466-0410,월~금 10:00 ~ 21:00
홍콩반점0410,서울특별시,강남역점,"서울시 강남구 테헤란로4길 27, 2층",37.4966545,127.0304097,02-555-8883,11 : 30 ~ 21 : 30 (라스트 오더 21:00)
홍콩반점0410,서울특별시,동대문점,서울특별시 중구 장충단로13길 11 (지하1층),37.5677537,127.0080255,02-2269-5778,11:30 ~ 익일 06:30
홍콩반점0410,서울특별시,독산홈플러스점,"서울시 금천구 시흥대로 405, 2층",37.4698257,126.8975383,02-858-5558,11:00~22:00 /  주문마감 21:00
홍콩반점0410,서울특별시,대학로점,서울특별시 종로구 대학로10길 16 (지하1층),37.5815987999999,127.0030708,02-3675-5004,11:00 ~ 24:00 (마지막주문 : 23:30)
홍콩반점0410,서울특별시,대치은마점,서울특별시 강남구 도곡로84길 6 (2층),37.498884,127.0626001,02-568-1238,10:00~21:30 / 주문마감 21:10
홍콩반점0410,서울특별시,당산역점,"서울시 영등포구 양평로 70, 2층",37.5353709,126.8992817,02-2676-5892,11:00 ~ 21:20 [브레이크 타임-15:00 ~ 15:40]
홍콩반점0410,서울특별시,노량진점,서울특별시 동작구 만양로 110 (2층),37.5131509,126.9444408,02-816-0411,11:00 ~ 22:30 ( B.T _ 매월 둘째주 화요일 15:00-17:00 )
홍콩반점0410,서울특별시,까치산역점,서울시 강서구 강서로 33 2층 (화곡동 343-61),37.5306581,126.8470237,02-2695-0410,11 : 30 ~ 22 : 00 (주문 마감 시간)일요일 브레이크타임 : 15:00 ~ 16:30
홍콩반점0410,서울특별시,보라매공원점,서울시 동작구 보라매로 5가길 16 204호,37.4912431,126.9240825,02-845-0410,11:00 ~ 21:00
홍콩반점0410,서울특별시,명동점,"서울특별시 중구 명동10길 7-4 2, 2층",37.5633122,126.9854033,02-778-0410,11:30 ~ 22:00
홍콩반점0410,서울특별시,성신여대점,서울특별시 성북구 동소문로20나길 18 (지하1층),37.5920953,127.0176263,02-923-0410,11:30 ~ 21:30
홍콩반점0410,서울특별시,서초역점,서울특별시 서초구 반포대로28길 16 (태림빌딩 지하),37.4904316,127.0095363,02-585-0410,11 : 00 ~ 21 : 50
홍콩반점0410,서울특별시,서초교보점,서울특별시 서초구 사평대로52길 1,37.5034574,127.0222102,02-592-9540,11:30 ~ 21:00 / 마지막 주문 20:30 (브레이크 타임-15:00 ~ 17:00/주문 14:30까지)
홍콩반점0410,서울특별시,사당역점,"서울특별시 관악구 과천대로 951, 나호 지하층(남현동, 연송빌딩)",37.475496,126.9812655,02-3474-0410,11:30 ~ 22:30
홍콩반점0410,서울특별시,신촌2호점,서울특별시 서대문구 명물길 19,37.5580661,126.9375418,02-3147-0410,11:00 ~ 22:30
홍콩반점0410,서울특별시,신사역점,"서울시 강남구 강남대로152길 43, 1~3층",37.5182728,127.0228099,02-549-7797,11:30 ~ 22:20 (마지막 주문-21:55)[브레이크 타임] 평일 16:00 ~ 17:00 / 주말 16:00 ~16:30
홍콩반점0410,서울특별시,신림역점,서울특별시 관악구 남부순환로 1592-8 (2층),37.4834339,126.9277664,02-883-0410,11:00 ~ 22:00 / 주문마감 21:30 / 브레이크 타임 평일 15:00 ~ 16:00
홍콩반점0410,서울특별시,신림고시촌점,서울특별시 관악구 호암로24길 66 (2층),37.4691987,126.9367807,02-877-0410,11:00 ~ 22:00 / 주문마감 21:50 / 브레이크 타임 15:00 ~ 16:00
홍콩반점0410,서울특별시,신대방삼거리역점,서울시 동작구 국사봉 1길 25,37.4990268,126.9299874,02-825-5088,11:00 ~ 22:00 (주문마감시간  21:25)
홍콩반점0410,서울특별시,수유역점,"서울시 강북구 수유로 84, 2층",37.6360593,127.0228193,02-905-0410,11:00 ~ 21:30 (라스트오더 20:00) 브레이크타임 15:30~16:30
홍콩반점0410,서울특별시,외대점,서울시 동대문구 휘경로 17( 외대앞역 1번출구 직선방향 70m),37.5958202,127.0621475,02-6407-8864,10:00 ~ 22:00
홍콩반점0410,서울특별시,연신내역점,"서울시 은평구 통일로 855-15, 2층",37.619209,126.9197683,02-352-1814,11:30 ~ 21:30매주 목요일 정기휴무
홍콩반점0410,서울특별시,압구정역점,서울특별시 강남구 논현로171길 12 (방성빌딩 2층),37.5256678,127.0274006,02-511-6994,11:30 ~ 21:20 (주문 마감 시간_20:50)
홍콩반점0410,서울특별시,중앙대점,서울특별시 동작구 흑석로 101-3,37.5078246,126.960673,02-823-0410,11:00 ~ 22:00 (주문은 21:30에 마감)
홍콩반점0410,서울특별시,이수역점,"서울 동작구 동작대로27가길 38, 1층(서울 동작구 사당동 145-13번지)",37.4858671,126.9809517,02-535-7135,11:00 ~ 21:20 (브레이크타임 15:00 ~ 15:30)
홍콩반점0410,서울특별시,한양대점,서울특별시 성동구 마조로 25,37.5600007,127.0409001,02-2293-0410,11:30 ~ 22:00 (마지막 주문 21:30) / 브레이크 타임 15:00~16:00
홍콩반점0410,서울특별시,한남점,서울특별시 용산구 한남대로21길 20,37.5338912,127.0061366,02-796-0410,11:00 ~ 21:00
홍콩반점0410,서울특별시,화곡역점,"서울시 강서구 화곡로 140, 1층",37.5404707,126.8372285,02-2691-1144,11:00 ~ 23:30(주문마감 22:50)
홍콩반점0410,서울특별시,홍대입구역점,서울특별시 마포구 와우산로23길 44,37.5547481,126.9236715,02-333-0410,10:00 ~ 22:30 (주문 마감 시간: 22:00)
홍콩반점0410,서울특별시,잠실신천점,서울특별시 송파구 올림픽로10길 8,37.5109366999999,127.0808617,02-418-0410,10시~ 새벽2시
홍콩반점0410,서울특별시,가락시장역점,서울특별시 송파구 송파대로28길 27 (성원상떼빌 2층),37.4950134,127.1204127,02-409-0410,10:00~22:00 / 마지막 21:30 (15:00~16:30)
홍콩반점0410,서울특별시,영등포역점,"서울시 영등포구 영중로2길 1, 2층",37.5167048,126.9067265,02-2679-9010,10:00 ~ 22:00
홍콩반점0410,서울특별시,잠실장미상가점,"서울시 송파구 올핌픽로35길 112, 장미B상가 105호",37.5178208,127.1017644,02-420-0410,11 : 00 ~ 22 : 30 (주문마감시간 : 22 : 00)
한신포차,서울특별시,길동점,서울특별시 강동구 진황도로 93,37.5360803,127.1368432,02-487-3329,16:00 ~ 익일 07:00
한신포차,서울특별시,구의역점,서울특별시 광진구 자양로18길 25,37.5378668,127.0848594,02-454-0654,17:00 ~ 익일 04:00
한신포차,서울특별시,송파방이점,서울특별시 송파구 올림픽로32길 20,37.5141841,127.1092098,02-412-8882,18:00 ~ 익일 06:00
한신포차,서울특별시,대학로점,서울특별시 종로구 대학로12길 13,37.5826952,127.0025263,02-744-7710,16:00 ~ 익일 05:00
한신포차,서울특별시,이수점,서울특별시 동작구 동작대로27가길 44,37.4856189,126.9807956,02-583-7979,18:00 ~ 익일 06:00
한신포차,서울특별시,연신내점,서울특별시 은평구 연서로29길 14-13,37.619544,126.9191529,02-357-8839,16:00 ~ 익일 06:00
한신포차,서울특별시,신촌점,"서울 서대문구 연세로7안길 10-4 1층, 지하1층",37.5582696,126.9364252,02-333-3284,17:00~익일 05:00
한신포차,서울특별시,한양대점,서울시 성동구 마조로 5길 12-1,37.5599950999999,127.0397615,02-2294-6004,15:00 ~ 익일 06:00
한신포차,서울특별시,종로관철점,서울특별시 종로구 삼일대로17길 40,37.5692325,126.9852551,02-735-5535,"평일 , 토요일 : 17:00 ~ 3:00 / 일요일 : 17:00 ~ 1:00"
한신포차,서울특별시,홍대점,서울특별시 마포구 잔다리로 13,37.5505583,126.921594,02-3143-0410,16:00 ~ 익일 08:00
원조쌈밥집,서울특별시,영등포역점,서울시 영등포구 영등포로36길 10,37.5192209,126.903174,02-2676-7626,10:00 ~ 22:00
원조쌈밥집,서울특별시,목동점,서울특별시 양천구 목동서로 57 (현대파리지앙 2층),37.5365367,126.8798966,02-2649-8878,11:30~22:00
원조쌈밥집,서울특별시,명일점,서울특별시 강동구 고덕로38길 63,37.5516381,127.1426937,02-481-8979,11:00 ~ 21:30(브레이크 타임 15:00 ~ 17:00)
역전우동0410,서울특별시,노량진점,서울특별시 동작구 노량진로16길 35 1층,37.5119705,126.9440367,02-816-0410,10:30~21:30 (L.O 21:00) 브레이크타임 15:30~16:30
역전우동0410,서울특별시,건대로데오점,서울 광진구 아차산로 224 1층,37.5405332,127.0680762,02-464-0410,06:00~23:00 라스트오더 22:50
역전우동0410,서울특별시,강남터미널점,"서울시 서초구 신반포로 194, 서울고속버스터미널 1층",37.5054076,127.0070817,02-532-0904,월~목 05:10~23:00 (라스트오더 22:50)  금~일 05:10~24:00  (라스트오더 23:50)
역전우동0410,서울특별시,강남역태극당점,"서울시 강남구 테헤란로4길 46, 쌍용플래티넘밸류상가 1층",37.4953323,127.0303725,02-563-8582,08:20~22:00 (라스트오더 21:40)  매주 일요일
역전우동0410,서울특별시,수유역점,"서울시 강북구 도봉로87길 13, 1층",37.6383595,127.0247698,02-903-0410,10:30~22:30	(라스트오더) 22:30
역전우동0410,서울특별시,성신여대점,서울특별시 성북구 동소문로20길 29-18,37.5913614,127.0176722,02-921-0410,11:00~24:00	(라스트오더) 24:00
역전우동0410,서울특별시,방배점,서울특별시 서초구 방배로 104,37.48353,126.9965566,02-2055-0410,09:00 ~ 23:00 (L.O 22:30)
역전우동0410,서울특별시,동작남성점,서울 동작구 사당로17길 3 1층,37.4834621,126.9742782,02-532-8770,09:00~21:00 (L.O 20:30)
역전우동0410,서울특별시,회기역점,"서울시 동대문구 회기로 186, 1층",37.5897211,127.0563847,02-957-0410,24시간 (브레이크타임 04:30~06:00)
역전우동0410,서울특별시,영등포역점,서울특별시 영등포구 경인로 871,37.5175615,126.9094289,02-2637-0410,10:00~23:00	(라스트오더) 22:30 (브레이크타임) 16:00~17:00
역전우동0410,서울특별시,압구정역점,서울특별시 강남구 압구정로 156 (카로시티2 105호),37.5259931999999,127.026756,02-545-3864,월~토 10:00~20:30 라스트오더 20:00
역전우동0410,서울특별시,연신내역점,"서울시 은평구 연서로 215-1, 1층",37.6178665,126.9194706,02-355-0410,10:00~23:00	(라스트오더) 22:30
새마을식당,서울특별시,가산점,서울특별시 금천구 가산디지털1로 168 우림라이온스빌딩 A-210,37.4798346,126.8824997,02-2026-0113,11:00 ~ 23:00
새마을식당,서울특별시,대치점,"서울특별시 강남구 선릉로64길 19, 1층",37.4982025,127.053862,02-539-4530,24시간
새마을식당,서울특별시,노원역점,서울특별시 노원구 노해로81길 12-20,37.6555504,127.0639444,02-930-0120,24시간
새마을식당,서울특별시,삼성코엑스점,"서울특별시 강남구 삼성로104길 23, 1층",37.5113524,127.0565578,02-558-6062,24시간
새마을식당,서울특별시,양재교육회관점,"서울특별시 서초구 매헌로34, 2층",37.4639964,127.0347756,02-579-1660,평일 11:00~밤12:00 (브레이크타임: 15:00~17:00)주말 11:00~밤12:00
새마을식당,서울특별시,약수역점,서울특별시 중구 다산로 135,37.5559193,127.0110062,02-2235-2983,10:00 ~ 익일 06:00
새마을식당,서울특별시,압구정역점,서울특별시 강남구 압구정로30길 17 이소니플라자 1층,37.5262629,127.0294934,02-3445-5513,10:30~24:00
새마을식당,서울특별시,신촌점,"서울특별시 서대문구 연세로2길 6, 1층",37.5558369,126.9371354,02-365-3284,11:20 ~ 21:30 (마지막 주문 20:50)
새마을식당,서울특별시,이수점,"서울특별시 동작구 동작대로27다길 10, 1층",37.4871098,126.9803423,02-593-3392,11:00 ~ 익일 04:00
새마을식당,서울특별시,오목교역점,서울특별시 양천구 목동동로 260,37.5256665,126.8747772,02-2651-2020,11:00 ~ 익일 04:30
새마을식당,서울특별시,역삼스타타워,서울특별시 강남구 테헤란로20길 19 엘지에클라트 109호,37.498524,127.0350122,02-556-1587,"월~금: 11am~5am(익일) / 토, 일: 11am~11pm (브레이크 타임 15:30~17:00)"
새마을식당,서울특별시,잠실신천점,서울특별시 송파구 백제고분로 7길 45,37.5108929,127.0839208,02-417-0120,24시간 영업
새마을식당,서울특별시,홍대서교점,서울특별시 마포구 어울마당로 144,37.5561608,126.9258254,02-332-0120,24시간
빽다방,서울특별시,강북구청점,서울시 강북구 도봉로87길 48,37.6391543,127.0232603,02-991-9590,10:00 ~ 24:00
빽다방,서울특별시,강동역헤르셔점,"서울시 강동구 천호대로 1089, 신동아파밀리에 B16호",37.5443497,127.1323481,02-471-5371,평일 08:00 ~ 21:00주말/공휴일 10:00 ~ 20:00
빽다방,서울특별시,강남포스코센터점,서울시 강남구 삼성로85길 11,37.5046812,127.056471,02-554-9799,평일 07:00 ~ 19:00주말 09:00 ~ 17:00
빽다방,서울특별시,강남역태극당점,서울시 강남구 테헤란로4길 46,37.4953323,127.0303725,02-501-8467,월-토요일 07:00 ~ 22:00일요일 07:00 ~ 21:00
빽다방,서울특별시,강남역지하도점,서울시 강남구 강남대로 396 강남역 지하 쇼핑센터 E-36,37.4872446,127.0327813,02-3452-3989,"평일 06:30 ~ 21:30토요일, 공휴일 08:00 ~ 20:00"
빽다방,서울특별시,강남역월드점,서울시 서초구 서초대로77길 37,37.5009564,127.0250917,02-537-1519,"월~목 07:00 ~ 23:00금, 토 07:00 ~ 익일 02:00일요일 08:00 ~23:00"
빽다방,서울특별시,가산대륭점,서울시 금천구 벚꽃로 298 107-2호,37.4813244,126.8837789,02-2083-8578,평일 08:00 ~ 21:00주말 09:00 ~ 18:00
빽다방,서울특별시,가락시장역점,서울시 송파구 송파대로28길 27,37.4950134,127.1204127,02-404-0410,평일 08:00 ~ 22:00주말 10:00 ~ 22:00
빽다방,서울특별시,강남소망점,서울시 강남구 언주로159길 3,37.5242673,127.0326364,02-518-3570,평일 08:00 ~ 18:00주말 09:00 ~ 18:00
빽다방,서울특별시,건대역화양점,"서울특별시 광진구 아차산로 29길 29-1, 1층",37.5422215,127.0686063,02-462-4886,08:00 ~ 22:30
빽다방,서울특별시,건대로데오점,"서울시 광진구 아차산로 220, 노유송천빌딩 1층",37.5406229,127.067656,02-464-2147,일~목 07:00 ~ 23:00금요일 07:00 ~ 24:00토요일 08:00 ~ 24:00
빽다방,서울특별시,광운대점,"서울특별시 노원구 광운로 43, 로얄포토빌딩 1층",37.6213106,127.0590011,070-7752-5322,"평일 08:30 ~ 22:00주말, 공휴일 09:00 ~ 22:00"
빽다방,서울특별시,관악구청점,"서울시 관악구 관악로 155, 1층",37.4791278,126.9520708,02-877-6966,08:00 ~ 22:00
빽다방,서울특별시,공덕역새창로점,서울시 마포구 새창로 151-,37.5341432,126.9625222,02-719-4263,07:30 ~ 23:00
빽다방,서울특별시,공덕역롯데캐슬점,"서울특별시 마포구 마포대로 109, 롯데캐슬 지하1층 104-1호",37.5448909,126.9506066,02-718-7367,평일 07:10 ~ 20:30토요일 07:50 ~ 19:30일요일 08:50 ~ 19:30공휴일 09:00 ~ 19:30
빽다방,서울특별시,고속터미널역점,서울특별시 서초구 신반포로 177 반포쇼핑타운 1층 16호,37.5060582,127.0033885,02-535-3608,월 ~ 토 08:30 ~ 20:00일요일 09:00 ~ 20:00
빽다방,서울특별시,구파발역점,서울특별시 은평구 진관2로 15-46 메트로 프라자 1층 110호,37.6386256,126.9190787,02-389-0101,월~토 08:10 ~ 20:30일요일 09:00 ~ 20:30
빽다방,서울특별시,구로코오롱점,"서울특별시 구로구 디지털로30길 31, 코오롱빌란트2차 109호",37.4829591,126.8961638,02-2081-1675,07:30 ~ 20:00
빽다방,서울특별시,구로로제리움점,"서울시 구로구 가마산로26길 5, 로제리움2차 104호",37.4960602,126.8910437,02-856-0375,07:30 ~ 23:00
빽다방,서울특별시,노원역우리은행점,"서울시 노원구 노해로 482, 덕영빌딩 102",37.6542324,127.0617,02-930-1350,08:00 ~ 22:00
빽다방,서울특별시,노량진학원점,"서울시 동작구 만양로 94-2, 1층",37.5118082,126.9444247,02-811-7737,06:30 ~ 23:00
빽다방,서울특별시,길음역점,"서울시 성북구 동소문로 248, 삼부상가 110호",37.602671,127.0236243,02-909-3002,월~금요일 08:00 ~ 22:30토요일 08:00 ~ 22:00일요일 09:00 ~ 22:00(아이스크림 마감 20:30)
빽다방,서울특별시,대치동학원가점,서울 강남구 대치동 941번지 1층,37.498867,127.0586533,02-553-1515,평일 10:30 ~ 22:20주말 09:30 ~ 22:20
빽다방,서울특별시,마포복사꽃공원점,서울 마포구 마포대로4길 16,37.5387252,126.9464702,02-6403-7100,"평일 06:30 ~ 22:00주말 07:00 ~ 22:00설날, 추석 08:00 ~ 22:00기타 연중무휴"
빽다방,서울특별시,둔촌동역점,"서울시 강동구 양재대로 1339, 삼오빌딩 102호",37.5258204,127.1351776,02-475-9464,08:00 ~ 21:30
빽다방,서울특별시,동작남성점,서울특별시 동작구 사당로17길 3,37.4834621,126.9742782,02-532-8770,09:00 ~ 23:00
빽다방,서울특별시,동여의도점,서울시 영등포구 국제금융로 86 롯데캐슬아이비 상가 1층 124호,37.5199092999999,126.9317832,02-786-0020,"월~목요일 09:00 ~ 21:00금,토요일 09:00 ~ 20:30일요일 09:30 ~ 21:00(아이스크림 마감 20:30)"
빽다방,서울특별시,독산롯데점,"서울특별시 금천구 시흥대로 399, 시티렉스 102",37.4693508,126.8972301,02-805-8885,평일 08:00 ~ 21:30 / 토요일 08:30 ~ 22:00 / 일요일 09:00 ~ 21:30
빽다방,서울특별시,방화사거리점,"서울시 강서구 금낭화로 91-2, 대승프라자 1층",37.5736131,126.8110816,02-2663-9560,08:30 ~22:00(아이스크림 마감 21:00)마지막 주문 22:00
빽다방,서울특별시,반포고투몰점,"서울시 서초구 신반포로 지하 200, 강남터미널 지하쇼핑몰 G-018호",37.5054076,127.0070817,02-537-5526,월~토 08:00 ~ 21:00일요일 09:00 ~ 21:00
빽다방,서울특별시,반포고투몰2호점,"서울특별시 서초구 신반포로 지하200, 강남터미널 지하쇼핑몰 T-012호",37.5054076,127.0070817,02-3477-6663,08:30 ~ 20:30
빽다방,서울특별시,목동파리공원점,서울 양천구 목동서로 65 (목동가든스위트),37.536148,126.878813,02-2648-8202,09:00 ~ 22:00
빽다방,서울특별시,목동역점,"서울시 양천구 오목로 231번지, 1층",37.5260631,126.8630304,02-2606-1883,08:00 ~ 22:00
빽다방,서울특별시,명일역점,"서울시 강동구 구천면로 418, 1층",37.5504693,127.1450271,02-427-1026,평일 08:00 ~23:00주말 08:00 ~ 22:00
빽다방,서울특별시,명동중앙우체국점,"서울시 중구 남대문로 58-1, 1층",37.5623942,126.9818582,02-3789-1211,평일 07:00 ~ 18:00주말/공휴일 10:00 ~ 18:00
빽다방,서울특별시,상암KGIT점,"서울특별시 마포구 월드컵북로 402, KGIT센터 105",37.5801248,126.8889591,02-6393-5582,평일 07:30 ~ 21:00주말/휴일 11:00 ~ 18:00
빽다방,서울특별시,불광역점,서울 은평구 통일로 738-1,37.6114005,126.929435,02-352-3530,07:30 ~ 22:00
빽다방,서울특별시,성신여대입구역점,"서울특별시 성북구 동소문로20나길 3, 1층",37.5919396,127.0167825,02-928-4618,"월~토 08:00 ~ 22:00일요일, 공휴일 09:00 ~ 22:00"
빽다방,서울특별시,성수역롯데캐슬점,"서울시 성동구 성수이로 113, 1층",37.5452446,127.0570452,02-464-2876,평일/토요일 08:00 ~ 22:00일요일/공휴일 10:00 ~ 20:00
빽다방,서울특별시,선릉중앙점,"서울시 강남구 선릉로86길 8, 1층",37.5030346,127.0504691,02-566-0708,평일 07:30 ~ 20:30주말 08:00 ~ 20:30
빽다방,서울특별시,선릉역1호점,서울특별시 강남구 테헤란로51길 10 정다운빌딩 102호,37.5047409,127.0469651,02-557-0410,평일 07:30 ~ 22:00토요일 09:30 ~ 21:30
빽다방,서울특별시,서초우성점,"서울시 서초구 사임당로 181, 대일빌딩 101",37.4875174,127.0156625,02-584-1061,평일 08:00 ~ 21:00주말 08:00 ~ 20:00
빽다방,서울특별시,서초역점,"서울시 서초구 서초대로 240, 동일하이빌 110호",37.4917662,127.0083636,02-522-0100,평일 07:30 ~ 20:00주말 09:00 ~ 20:00
빽다방,서울특별시,서울대메트로빌점,"서울특별시 관악구 남부순환로 1811 (봉천동, 신원메트로빌) 1층",37.4817054,126.9514243,02-875-0577,08:00 ~ 22:00
빽다방,서울특별시,서울교대점,"서울특별시 서초구 서초중앙로22길 25, 서초리시온 109호",37.49343,127.0154303,02-586-0511,07:30 ~ 21:00
빽다방,서울특별시,서울과기대점,"서울시 노원구 공릉로 217, 1층",37.6286637,127.0770994,02-949-0112,08:30 ~ 23:00
빽다방,서울특별시,수서역점,"서울시 강남구 밤고개로1길 10, 수서현대벤처빌 109호",37.4879855,127.1017774,02-3412-4243,평일 07:00 ~ 21:00주말 09:00 ~ 21:00(아이스크림 마감 20:00)
빽다방,서울특별시,송파역점,"서울특별시 송파구 송파대로 366, 1층",37.5006861,127.1116886,02-417-8877,평일 09:00 ~ 20:00주말 09:00 ~ 14:30
빽다방,서울특별시,아차산점,"서울시 광진구 천호대로129길 17, 1층",37.5528296,127.0905876,02-3437-3377,08:00 ~ 22:30
빽다방,서울특별시,신촌역점,"서울시 서대문구 연세로2길 6, 1층",37.5558369,126.9371354,02-363-3284,07:30 ~ 21:30
빽다방,서울특별시,신림역1호점,서울 관악구 신림동 1639-8 1층,37.4836556,126.927571,02-887-8833,일 ~ 월 09:00 ~ 21:45토요일 09:00 ~ 22:15
빽다방,서울특별시,여의도시범상가점,"서울특별시 영등포구 63로 45, 시범상가 7동 13호",37.5207424,126.9370305,02-761-6916,07:00 ~ 22:00
빽다방,서울특별시,어린이대공원역점,서울특별시 광진구 광나루로 381-1,37.5480588,127.0723123,02-463-1030,11:00 ~ 21:00
빽다방,서울특별시,양재역점,"서울시 강남구 남부순환로 2615, 극동스타클래스 104호",37.4851013,127.035744,02-575-0824,평일 07:30~21:00주말 08:00 ~19:00
빽다방,서울특별시,압구정역점,강남구 신사동 압구정로 156,37.5259931999999,127.026756,02-3446-0410,평일 08:00 ~ 19:30토요일 08:00 ~ 18:00
빽다방,서울특별시,압구정로데오점,"서울특별시 강남구 선릉로161길 25, 1층",37.5273686,127.0383618,02-3445-5751,"평일 08:30 ~ 19:00토요일, 공휴일 09:00 ~ 18:00"
빽다방,서울특별시,안암역점,"서울시 성북구 인촌로 99-7, 1층",37.5866409,127.0300997,02-925-3246,평일 08:00 ~ 20:00토요일 09:00 ~ 19:00
빽다방,서울특별시,용산문배점,서울시 용산구 백범로 90길 74,37.537451,126.9696399,02-703-0410,평일 07:30~22:30주말 09:00~23:00
빽다방,서울특별시,용산국방부점,서울특별시 용산구 이태원로 4길 14,37.5338436,126.9754758,02-749-4631,평일 05:40 ~ 20:30주말 07:00 ~ 19:00
빽다방,서울특별시,외대역점,서울시 동대문구 휘경로 17,37.5958202,127.0621475,02-962-9697,08:00 ~ 22:30
빽다방,서울특별시,왕십리역점,"서울시 성동구 왕십리로 320-1, 한일빌딩 103",37.5622644,127.0341957,02-2291-0060,평일 08:00 ~ 22:00토요일 08:30 ~ 22:00일요일 09:00 ~ 22:00
빽다방,서울특별시,오금역점,"서울시 송파구 오금로 306, 가락스타클래스 111호",37.5028786,127.1261236,02-2043-8500,평일 07:00 ~ 22:00토요일 07:00 ~ 21:00일요일 08:00 ~ 21:00
빽다방,서울특별시,영등포신세계점,서울시 영등포구 영중로 5,37.5167814,126.9061451,02-2635-4320,평일 07:00 ~ 21:50주말 08:00 ~ 21:50
빽다방,서울특별시,연신내역점,"서울시 은평구 연서로29길 6, 1층",37.6187631,126.9195754,02-389-2682,"평일, 일 08:00 ~ 22:00토 08:00 ~ 23:00"
빽다방,서울특별시,역삼테헤란로점,"서울시 강남구 테헤란로10길 25, 1층",37.4975512,127.0329687,02-553-2111,평일 08:00 ~ 20:00주말/공휴일 11:00 ~ 20:00
빽다방,서울특별시,역삼역GS점,"서울시 강남구 봉은사로30길 73, 1층",37.5029067,127.0371126,02-565-0410,07:30 ~ 18:00
빽다방,서울특별시,은평초교점,"서울시 은평구 은평로 235, 1층",37.6011381,126.9339454,02-353-1082,평일 08:00 ~ 23:00주말 09:00 ~ 23:00
빽다방,서울특별시,월곡역점,"서울시 성북구 화랑로 91, 1층",37.6029449,127.0420987,02-6369-2666,평일 07:00 ~ 22:00주말 09:00 ~ 22:00
빽다방,서울특별시,원효용문시장점,서울특별시 용산구 새창로 132,37.5356241,126.9612434,02-6223-3994,08:00 ~ 22:00
빽다방,서울특별시,우장산역점,"서울시 강서구 강서로 245, 1층",37.5475334,126.8359917,02-2601-1119,08:00 ~ 22:00
빽다방,서울특별시,응암역이마트점,"서울시 은평구 은평로 101, 1층",37.5999286,126.9190517,02-6408-6603,평일 08:00 ~ 22:30주말/공휴일 09:00 ~ 22:30
빽다방,서울특별시,을지로입구역점,"서울시 중구 남대문로9길 10, 1층",37.5667625,126.9818723,02-318-1770,평일 07:30 ~ 20:00주말 08:00 ~ 17:00
빽다방,서울특별시,잠실신천점,"서울시 송파구 백제고분로7길 45, 1층",37.5108929,127.0839208,02-420-8838,08:00 ~ 22:00
빽다방,서울특별시,정릉시장점,"서울특별시 성북구 보국문로 50, 1층",37.6088141,127.0100922,02-941-4849,월~토 08:00 ~ 22:00일요일 09:00 ~ 22:00아이스크림 마감 20:00
빽다방,서울특별시,장한평역점,"서울시 동대문구 천호대로85길 7, 1층",37.5624683,127.0660226,02-2216-0410,평일 08:00 ~ 21:30토요일 10:00 ~ 21:00일요일 10:00 ~ 18:00
빽다방,서울특별시,잠실장미상가점,"서울시 송파구 올림픽로35길 104, 잠미종합상가 A상가 110호",37.5294029,127.1140129,02-419-4999,평일 07:30 ~ 22:00주말 08:00 ~ 21:00
빽다방,서울특별시,잠실역지하도점,서울시 송파구 올림픽로 265 잠실역지하쇼핑센터 B-12호,37.5176605,127.0746594,02-413-2016,평일 07:00 ~ 22:00주말 08:00~22:00
